"email";"nome";"azienda";"oggetto";"corpo"
"space.party@yahoo.it";"";"The Space Party";"The Space Party - Un brief per composizioni e noleggi";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per The Space Party ho pensato a un configuratore semplice della richiesta festa con campi dedicati e riepilogo. Dal vostro sito emerge questo punto: prodotto, quantità, colori, data e consegna richiesti nei messaggi.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@stepaparinos.com";"";"Traslochi Stepaparinos";"Traslochi Stepaparinos - Le richieste del form in una dashboard";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Traslochi Stepaparinos ho pensato a una dashboard che trasformi i dati del modulo in schede sopralluogo e preventivo. Dal vostro sito emerge questo punto: raccolta online dei principali vincoli del trasloco.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"traslochicaracciolo@gmail.com";"";"Caracciolo Service & Traslochi";"Caracciolo Service & Traslochi - La prossima azione per ogni preventivo";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Caracciolo Service & Traslochi ho pensato a un pannello delle richieste con responsabile e prossima azione per privati e aziende. Dal vostro sito emerge questo punto: traslochi, archivi, deposito e servizi logistici.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"request@magevents.it";"";"MAG Events";"MAG Events - Il catalogo direttamente dal sito";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per MAG Events ho pensato a una consegna del catalogo direttamente dal sito e un archivio delle richieste per area. Dal vostro sito emerge questo punto: richiesta del catalogo con invio tramite WhatsApp.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"cobi@cobimeccanica.it";"";"COBI Meccanica";"COBI Meccanica - Richieste di lavorazione con allegati";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per COBI Meccanica ho pensato a un modulo di richiesta lavorazione con allegati e un elenco condiviso dei preventivi. Dal vostro sito emerge questo punto: uffici tecnico, commerciale, produzione e qualità distinti.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@prometeomeccanica.it";"";"Prometeo Meccanica";"Prometeo Meccanica - Un brief tecnico per i preventivi";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Prometeo Meccanica ho pensato a una richiesta tecnica con quantità, tempi e disegni allegati per preparare i preventivi. Dal vostro sito emerge questo punto: richieste raccolte tramite un modulo generico.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@omfsrl.com";"";"O.M.F. Oleodinamica Meccanica";"O.M.F. Oleodinamica Meccanica - Disegni e quantità nella richiesta CNC";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per O.M.F. Oleodinamica Meccanica ho pensato a un ingresso dedicato alle richieste di lavorazione con file tecnici e stato del preventivo. Dal vostro sito emerge questo punto: parco macchine e lavorazioni di precisione presentati online.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"officina@autosoccorsomodena.com";"";"Autosoccorso SNC";"Autosoccorso SNC - Un pannello per gli appuntamenti";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Autosoccorso SNC ho pensato a un piccolo pannello per gestire gli appuntamenti ricevuti e le conferme ai clienti. Dal vostro sito emerge questo punto: appuntamenti con targa, vettura e tipo di intervento.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@artdesignmodena.it";"";"Art Design Modena";"Art Design Modena - Preparare meglio la consulenza d'arredo";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Art Design Modena ho pensato a una scheda pre-consulenza con ambienti, misure indicative e stile desiderato. Dal vostro sito emerge questo punto: consulenze su appuntamento e arredo personalizzato.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"enrico@giardinieremodena.it";"";"Gardening 9010";"Gardening 9010 - Foto e superficie prima del sopralluogo";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Gardening 9010 ho pensato a una richiesta sopralluogo con foto e superficie, distinta per progetto e manutenzione. Dal vostro sito emerge questo punto: giardini, terrazzi, irrigazione e noleggio piante.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"falegnamerialessinia@gmail.com";"";"Falegnameria Lessinia";"Falegnameria Lessinia - Un modulo preventivi per prodotto";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Falegnameria Lessinia ho pensato a un modulo di richiesta per prodotto con foto e quantità, integrato nel sito attuale. Dal vostro sito emerge questo punto: prodotti in legno, PVC e alluminio con personalizzazioni.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@milanoservice.com";"";"Milano Service Traslochi";"Milano Service Traslochi - Trasloco e deposito nella stessa richiesta";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Milano Service Traslochi ho pensato a una scheda preventivo con dati logistici e opzione deposito mobili. Dal vostro sito emerge questo punto: sede operativa con deposito e richieste di trasloco.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"serramentipadovasrl@gmail.com";"";"Serramenti Padova";"Serramenti Padova - Foto e misure prima dell'appuntamento";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Serramenti Padova ho pensato a una scheda pre-appuntamento per raccogliere foto e misure prima della visita. Dal vostro sito emerge questo punto: consulenze showroom prenotabili online.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@sonciniequintavalla.com";"";"Soncini & Quintavalla";"Soncini & Quintavalla - Una scheda prima della consulenza";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Soncini & Quintavalla ho pensato a una scheda progetto con tipologia di arredo e immagini prima della consulenza. Dal vostro sito emerge questo punto: consulenze e preventivi per lavori di falegnameria.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"pirozziumberto@yahoo.it";"";"Falegnameria Pirozzi";"Falegnameria Pirozzi - Progetti e allegati nei preventivi";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Falegnameria Pirozzi ho pensato a un modulo progetto con allegati e testi uniformi, collegato all'elenco dei preventivi. Dal vostro sito emerge questo punto: richieste gestite attraverso un modulo generico.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@salvadoriserramenti.it";"";"Salvadori Serramenti";"Salvadori Serramenti - Una richiesta guidata per i nuovi infissi";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Salvadori Serramenti ho pensato a una richiesta guidata per tipo di infisso, foto e misure, con risposte gestibili da dashboard. Dal vostro sito emerge questo punto: produzione in legno e showroom con preventivi gratuiti.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@puracatering.it";"";"Pura Catering";"Pura Catering - Richieste catering assegnate per provincia";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Pura Catering ho pensato a un pannello per assegnare le richieste ai referenti territoriali e seguirne l'esito. Dal vostro sito emerge questo punto: servizi in più province e richieste tramite simulatore.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@bottegagastronomica.it";"";"La Bottega Gastronomica";"La Bottega Gastronomica - Una pagina dedicata ai nuovi clienti HoReCa";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per La Bottega Gastronomica ho pensato a una pagina commerciale dedicata ai nuovi clienti HoReCa con brief e richiesta campionatura. Dal vostro sito emerge questo punto: pasti aziendali, catering, HoReCa e noleggio.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@falegnameriamodonesi.it";"";"Falegnameria Modonesi";"Falegnameria Modonesi - Una scheda prima del rilievo misure";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Falegnameria Modonesi ho pensato a una scheda pre-sopralluogo con foto e misure indicative, uniformando i riferimenti alla sede. Dal vostro sito emerge questo punto: processo dichiarato di contatto, rilievo misure e preventivo.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@ristrutturareroma.it";"";"Ristrutturare Roma";"Ristrutturare Roma - Dal tipo di immobile al preventivo";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Ristrutturare Roma ho pensato a una pagina preventivo guidata per immobile, zona e interventi desiderati. Dal vostro sito emerge questo punto: contatto per lavori di ristrutturazione.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@ri-abita.com";"";"Ri-Abita";"Ri-Abita - Richieste distinte per lavori e manutenzioni";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Ri-Abita ho pensato a una raccolta richieste che distingua sopralluoghi, manutenzioni e urgenze. Dal vostro sito emerge questo punto: restauri, ristrutturazioni e interventi urgenti o programmati.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@architetturaeristrutturazioni.com";"";"Architettura e Ristrutturazioni";"Architettura e Ristrutturazioni - Sopralluoghi con foto e dettagli del lavoro";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Architettura e Ristrutturazioni ho pensato a un modulo sopralluogo con zona, foto e tipo di lavoro richiesto. Dal vostro sito emerge questo punto: sopralluoghi e consulenza su progetti edili.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"segreteria@pdpcatering.com";"";"PdP Catering";"PdP Catering - Una dashboard per i preventivi evento";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per PdP Catering ho pensato a un pannello per seguire le richieste già raccolte e preparare risposte coerenti con il marchio. Dal vostro sito emerge questo punto: richiesta evento con data e numero invitati.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"catering@artesanoroma.it";"";"Artesano Roma";"Artesano Roma - Richieste catering ordinate per data";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Artesano Roma ho pensato a la rifinitura del modulo e un elenco operativo di richieste per data e consegna. Dal vostro sito emerge questo punto: richieste catering con consegna, fascia oraria e budget a persona.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"daniela@cianicatering.it";"";"Ciani Catering";"Ciani Catering - Un riepilogo delle richieste evento";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Ciani Catering ho pensato a un primo pannello riepilogativo per le richieste evento, verificando l'integrazione con gli strumenti già usati. Dal vostro sito emerge questo punto: ordini semplici online e consulenze per eventi.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"romaverdegiardinaggio@gmail.com";"";"Roma Verde Giardinaggio";"Roma Verde Giardinaggio - Un brief fotografico per il giardino";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Roma Verde Giardinaggio ho pensato a una scheda sopralluogo con foto, superficie e zona di intervento. Dal vostro sito emerge questo punto: sopralluoghi, potature, irrigazione e prato pronto.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@ristrutturaamisura.it";"";"Ristruttura a Misura";"Ristruttura a Misura - Sopralluoghi per abitazioni e negozi";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Ristruttura a Misura ho pensato a un brief sopralluogo differenziato per abitazione e locale commerciale. Dal vostro sito emerge questo punto: ristrutturazioni di abitazioni, negozi e uffici.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@costruzioniroma.it";"";"Costruzioni Roma";"Costruzioni Roma - Dall'offerta alla richiesta di intervento";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Costruzioni Roma ho pensato a un percorso guidato dal tipo di intervento alla richiesta di preventivo. Dal vostro sito emerge questo punto: offerte distinte per appartamenti, bagni, cucine e condomini.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@traslochipaolo.it";"";"Traslochi Trasporti Paolo";"Traslochi Trasporti Paolo - Partenza, arrivo e foto in una sola scheda";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Traslochi Trasporti Paolo ho pensato a un percorso preventivo per partenza, destinazione, piani e foto, seguito da dashboard. Dal vostro sito emerge questo punto: traslochi, deposito, montaggio e modifiche di mobili.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@brenadiscanzo.it";"";"Brena di Scanzo";"Brena di Scanzo - Foto e preferenze prima dell'appuntamento";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Brena di Scanzo ho pensato a una scheda prima della consulenza con foto dell'ambiente e preferenze di arredo. Dal vostro sito emerge questo punto: showroom a Scanzorosciate e falegnameria a Bergamo.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"iltoccoverdemodena@gmail.com";"";"Il Tocco Verde";"Il Tocco Verde - Organizzare le richieste di sopralluogo";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Il Tocco Verde ho pensato a una richiesta sopralluogo con foto e un registro dei successivi interventi concordati. Dal vostro sito emerge questo punto: giardini piccoli e medi, con manutenzione nel tempo.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@serramentieserramenti.it";"";"Serramenti & Serramenti";"Serramenti & Serramenti - Consulenze in showroom: una piccola agenda";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Serramenti & Serramenti ho pensato a una piccola agenda delle consulenze collegata alle richieste dal sito. Dal vostro sito emerge questo punto: showroom con fasce orarie e appuntamenti.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"cateringilbriccone@gmail.com";"";"Il Briccone";"Il Briccone - Il brief evento prima dell'incontro";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Il Briccone ho pensato a un brief evento con data, ospiti e location per preparare meglio il primo incontro. Dal vostro sito emerge questo punto: incontri per definire dettagli e location degli eventi.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"spaziocatering@lagastronomiadelquadrilatero.it";"";"La Gastronomia del Quadrilatero";"La Gastronomia del Quadrilatero - Catering, box ed eventi: richieste ordinate";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per La Gastronomia del Quadrilatero ho pensato a tre percorsi di richiesta separati, riuniti in un unico pannello operativo. Dal vostro sito emerge questo punto: tre offerte distinte: catering, box speciali e spazio eventi.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@falegnameriamanzo.it";"";"Falegnameria Manzo";"Falegnameria Manzo - Una scheda per i nuovi progetti";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Falegnameria Manzo ho pensato a una scheda progetto con foto dello spazio e misure indicative. Dal vostro sito emerge questo punto: richieste tramite messaggio libero.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"scrivici@karibuopen.com";"";"Karibu Open";"Karibu Open - Una pagina per i preventivi aziendali";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Karibu Open ho pensato a una pagina preventivi per eventi aziendali con raccolta ordinata delle esigenze. Dal vostro sito emerge questo punto: catering sostenibile con sede operativa dedicata.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@lavafalegnameria.com";"";"Lava Falegnameria";"Lava Falegnameria - Valorizzare i lavori e raccogliere i progetti";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Lava Falegnameria ho pensato a una vetrina dei lavori divisa per ambiente, con richiesta progetto e foto allegate. Dal vostro sito emerge questo punto: mobili su misura, porte e lavori per uffici.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@autonoleggiodesantis.it";"";"Autonoleggio Desantis 1961";"Autonoleggio Desantis 1961 - Tratta e passeggeri nella richiesta transfer";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Autonoleggio Desantis 1961 ho pensato a una richiesta transfer con tratta, orario, passeggeri e bagagli. Dal vostro sito emerge questo punto: transfer aeroporti, servizi aziendali, matrimoni e tour.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"traslochitraversi@gmail.com";"";"Traslochi Traversi";"Traslochi Traversi - Una richiesta trasloco più completa";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Traslochi Traversi ho pensato a un modulo trasloco con partenza, arrivo, piani e fotografie. Dal vostro sito emerge questo punto: traslochi per abitazioni e aziende su preventivo.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@garigliotorino.com";"";"Gariglio Traslochi";"Gariglio Traslochi - Dai moduli ai preventivi da seguire";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Gariglio Traslochi ho pensato a un pannello a valle del modulo per sopralluoghi, offerte inviate e richiami. Dal vostro sito emerge questo punto: preventivi qualificati già raccolti online.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"rpe.traslochitorino@gmail.com";"";"RPE Traslochi";"RPE Traslochi - Separare preventivi e modifiche al trasloco";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per RPE Traslochi ho pensato a un modulo distinto per nuovo preventivo e modifica di una prenotazione esistente. Dal vostro sito emerge questo punto: il contatto copre richieste, rinvii e modifiche del trasloco.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@bcateringtorino.it";"";"BCatering Torino";"BCatering Torino - Un brief diverso per ogni evento";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per BCatering Torino ho pensato a una richiesta diversa per ogni tipo di evento, con data, ospiti e servizi necessari. Dal vostro sito emerge questo punto: servizi per matrimoni, ricorrenze e incontri di lavoro.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"catering@buongustoverona.it";"";"Gastronomia Buongusto";"Gastronomia Buongusto - Seguire i preventivi catering dal sito";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Gastronomia Buongusto ho pensato a un pannello per seguire i preventivi catering già raccolti dal modulo. Dal vostro sito emerge questo punto: ristorante e ufficio catering con recapiti separati.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"info@laruotacatering.it";"";"La Ruota Catering";"La Ruota Catering - Richieste distinte per sala e catering";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per La Ruota Catering ho pensato a due richieste guidate, per catering esterno e sala, con calendario delle richieste. Dal vostro sito emerge questo punto: catering e sala eventi con riferimenti dedicati.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"falegnameriaresistente@gmail.com";"";"Falegnameria Resistente";"Falegnameria Resistente - Nuovi arredi e restauri: due richieste distinte";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Falegnameria Resistente ho pensato a una scheda richiesta che distingua nuovo arredo e restauro e raccolga le fotografie. Dal vostro sito emerge questo punto: arredi su misura, restauro e piccole riparazioni.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"simararredamentiverona@gmail.com";"";"Simar Arredamenti";"Simar Arredamenti - Un brief d'arredo prima della consulenza";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Simar Arredamenti ho pensato a un percorso consulenza per ambiente e tipo di lavoro, con materiali allegabili. Dal vostro sito emerge questo punto: arredi, cucine su disegno, modifiche e servizi per esterni.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
"falegnameriaduemila@libero.it";"";"Falegnameria 2000";"Falegnameria 2000 - Lavori realizzati e preventivi con foto";"Buongiorno,

sono il titolare di Tia Designs, mi occupo di siti web e strumenti digitali su misura.

Per Falegnameria 2000 ho pensato a un portfolio per tipo di intervento e un modulo preventivi con foto. Dal vostro sito emerge questo punto: arredi su misura e ristrutturazione vecchi serramenti.

Se non avete già uno strumento equivalente, partirei da una prima versione essenziale, con perimetro e preventivo concordati.

Ha senso sentirci 10 minuti per capire come gestite oggi queste richieste e se l'idea può esservi utile?

Tia Designs
https://tiadesigns.it"
